PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTION;REQUIREMENTS_ATTRIBUTES_SUBGROUP;REQUIREMENTS_ATTRIBUTES_SERVICE;REQUIREMENTS_ATTRIBUTES_TYPE;STATUS;STATUSEXTENDED;RESOURCEID;CHECKID;MUTED;RESOURCENAME;FRAMEWORK;NAME;REQUIREMENTS_ATTRIBUTES_COMMENT
aws;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing.;858573892697;us-east-1;2026-09-13 22:26:32.575478;164_312_e_2_i;Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.;164.312 Technical Safeguards;;;aws;;FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:us-east-1:858573892697:trail;cloudtrail_multi_region_enabled;False;858573892697;HIPAA;HIPAA compliance framework;
aws;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing.;858573892697;us-east-1;2026-09-13 22:26:32.575478;164_308_a_1_ii_d;Implement procedures to regularly review records of information system activity, such as audit logs, access reports, and security incident tracking reports.;164.308 Administrative Safeguards;;;aws;;FAIL;No CloudTrail trails have a data event to record all S3 object-level API operations.;arn:aws:cloudtrail:us-east-1:858573892697:trail;cloudtrail_s3_dataevents_read_enabled;False;858573892697;HIPAA;HIPAA compliance framework;
aws;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing.;858573892697;us-east-1;2026-09-13 22:26:32.575478;164_308_a_3_ii_a;Implement procedures for the authorization and/or supervision of workforce members who work with electronic protected health information or in locations where it might be accessed.;164.308 Administrative Safeguards;;;aws;;FAIL;No CloudTrail trails have a data event to record all S3 object-level API operations.;arn:aws:cloudtrail:us-east-1:858573892697:trail;cloudtrail_s3_dataevents_read_enabled;False;858573892697;HIPAA;HIPAA compliance framework;
aws;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing.;858573892697;us-east-1;2026-09-13 22:26:32.575478;164_308_a_6_ii;"Identify and respond to suspected or known security incidents; mitigate, to the extent practicable, harmful effects of security incidents that are known to the covered entity or business associate; and document security incidents and their outcomes.";164.308 Administrative Safeguards;;;aws;;FAIL;No CloudTrail trails have a data event to record all S3 object-level API operations.;arn:aws:cloudtrail:us-east-1:858573892697:trail;cloudtrail_s3_dataevents_read_enabled;False;858573892697;HIPAA;HIPAA compliance framework;
aws;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing.;858573892697;us-east-1;2026-09-13 22:26:32.575478;164_312_a_2_i;Assign a unique name and/or number for identifying and tracking user identity.;164.312 Technical Safeguards;;;aws;;FAIL;No CloudTrail trails have a data event to record all S3 object-level API operations.;arn:aws:cloudtrail:us-east-1:858573892697:trail;cloudtrail_s3_dataevents_read_enabled;False;858573892697;HIPAA;HIPAA compliance framework;
aws;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing.;858573892697;us-east-1;2026-09-13 22:26:32.575478;164_312_b;Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.;164.312 Technical Safeguards;;;aws;;FAIL;No CloudTrail trails have a data event to record all S3 object-level API operations.;arn:aws:cloudtrail:us-east-1:858573892697:trail;cloudtrail_s3_dataevents_read_enabled;False;858573892697;HIPAA;HIPAA compliance framework;
aws;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing.;858573892697;us-east-1;2026-09-13 22:26:32.575478;164_312_e_2_i;Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.;164.312 Technical Safeguards;;;aws;;FAIL;No CloudTrail trails have a data event to record all S3 object-level API operations.;arn:aws:cloudtrail:us-east-1:858573892697:trail;cloudtrail_s3_dataevents_read_enabled;False;858573892697;HIPAA;HIPAA compliance framework;
aws;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing.;858573892697;us-east-1;2026-09-13 22:26:32.575478;164_308_a_1_ii_d;Implement procedures to regularly review records of information system activity, such as audit logs, access reports, and security incident tracking reports.;164.308 Administrative Safeguards;;;aws;;FAIL;No CloudTrail trails have a data event to record all S3 object-level API operations.;arn:aws:cloudtrail:us-east-1:858573892697:trail;cloudtrail_s3_dataevents_write_enabled;False;858573892697;HIPAA;HIPAA compliance framework;
aws;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing.;858573892697;us-east-1;2026-09-13 22:26:32.575478;164_308_a_3_ii_a;Implement procedures for the authorization and/or supervision of workforce members who work with electronic protected health information or in locations where it might be accessed.;164.308 Administrative Safeguards;;;aws;;FAIL;No CloudTrail trails have a data event to record all S3 object-level API operations.;arn:aws:cloudtrail:us-east-1:858573892697:trail;cloudtrail_s3_dataevents_write_enabled;False;858573892697;HIPAA;HIPAA compliance framework;
aws;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing.;858573892697;us-east-1;2026-09-13 22:26:32.575478;164_308_a_6_ii;"Identify and respond to suspected or known security incidents; mitigate, to the extent practicable, harmful effects of security incidents that are known to the covered entity or business associate; and document security incidents and their outcomes.";164.308 Administrative Safeguards;;;aws;;FAIL;No CloudTrail trails have a data event to record all S3 object-level API operations.;arn:aws:cloudtrail:us-east-1:858573892697:trail;cloudtrail_s3_dataevents_write_enabled;False;858573892697;HIPAA;HIPAA compliance framework;
aws;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing.;858573892697;us-east-1;2026-09-13 22:26:32.575478;164_312_a_2_i;Assign a unique name and/or number for identifying and tracking user identity.;164.312 Technical Safeguards;;;aws;;FAIL;No CloudTrail trails have a data event to record all S3 object-level API operations.;arn:aws:cloudtrail:us-east-1:858573892697:trail;cloudtrail_s3_dataevents_write_enabled;False;858573892697;HIPAA;HIPAA compliance framework;
aws;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing.;858573892697;us-east-1;2026-09-13 22:26:32.575478;164_312_b;Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.;164.312 Technical Safeguards;;;aws;;FAIL;No CloudTrail trails have a data event to record all S3 object-level API operations.;arn:aws:cloudtrail:us-east-1:858573892697:trail;cloudtrail_s3_dataevents_write_enabled;False;858573892697;HIPAA;HIPAA compliance framework;
aws;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing.;858573892697;us-east-1;2026-09-13 22:26:32.575478;164_312_e_2_i;Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.;164.312 Technical Safeguards;;;aws;;FAIL;No CloudTrail trails have a data event to record all S3 object-level API operations.;arn:aws:cloudtrail:us-east-1:858573892697:trail;cloudtrail_s3_dataevents_write_enabled;False;858573892697;HIPAA;HIPAA compliance framework;
aws;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing.;858573892697;us-east-1;2026-09-13 22:26:32.575478;164_308_a_6_i;Implement policies and procedures to address security incidents.;164.308 Administrative Safeguards;;;aws;;FAIL;No CloudWatch log groups found with metric filters or alarms associated.;arn:aws:logs:us-east-1:858573892697:log-group;cloudwatch_changes_to_network_acls_alarm_configured;False;858573892697;HIPAA;HIPAA compliance framework;
aws;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing.;858573892697;us-east-1;2026-09-13 22:26:32.575478;164_308_a_6_i;Implement policies and procedures to address security incidents.;164.308 Administrative Safeguards;;;aws;;FAIL;No CloudWatch log groups found with metric filters or alarms associated.;arn:aws:logs:us-east-1:858573892697:log-group;cloudwatch_changes_to_network_gateways_alarm_configured;False;858573892697;HIPAA;HIPAA compliance framework;
aws;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing.;858573892697;us-east-1;2026-09-13 22:26:32.575478;164_308_a_6_i;Implement policies and procedures to address security incidents.;164.308 Administrative Safeguards;;;aws;;FAIL;No CloudWatch log groups found with metric filters or alarms associated.;arn:aws:logs:us-east-1:858573892697:log-group;cloudwatch_changes_to_network_route_tables_alarm_configured;False;858573892697;HIPAA;HIPAA compliance framework;
aws;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing.;858573892697;us-east-1;2026-09-13 22:26:32.575478;164_308_a_6_i;Implement policies and procedures to address security incidents.;164.308 Administrative Safeguards;;;aws;;FAIL;No CloudWatch log groups found with metric filters or alarms associated.;arn:aws:logs:us-east-1:858573892697:log-group;cloudwatch_changes_to_vpcs_alarm_configured;False;858573892697;HIPAA;HIPAA compliance framework;
aws;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing.;858573892697;us-east-1;2026-09-13 22:26:32.575478;164_308_a_5_ii_c;Procedures for monitoring log-in attempts and reporting discrepancies.;164.308 Administrative Safeguards;;;aws;;FAIL;No CloudWatch log groups found with metric filters or alarms associated.;arn:aws:logs:us-east-1:858573892697:log-group;cloudwatch_log_metric_filter_authentication_failures;False;858573892697;HIPAA;HIPAA compliance framework;
aws;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing.;858573892697;us-east-1;2026-09-13 22:26:32.575478;164_308_a_6_i;Implement policies and procedures to address security incidents.;164.308 Administrative Safeguards;;;aws;;FAIL;No CloudWatch log groups found with metric filters or alarms associated.;arn:aws:logs:us-east-1:858573892697:log-group;cloudwatch_log_metric_filter_authentication_failures;False;858573892697;HIPAA;HIPAA compliance framework;
aws;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing.;858573892697;us-east-1;2026-09-13 22:26:32.575478;164_308_a_6_ii;"Identify and respond to suspected or known security incidents; mitigate, to the extent practicable, harmful effects of security incidents that are known to the covered entity or business associate; and document security incidents and their outcomes.";164.308 Administrative Safeguards;;;aws;;FAIL;No CloudWatch log groups found with metric filters or alarms associated.;arn:aws:logs:us-east-1:858573892697:log-group;cloudwatch_log_metric_filter_authentication_failures;False;858573892697;HIPAA;HIPAA compliance framework;
aws;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing.;858573892697;us-east-1;2026-09-13 22:26:32.575478;164_308_a_6_i;Implement policies and procedures to address security incidents.;164.308 Administrative Safeguards;;;aws;;FAIL;No CloudWatch log groups found with metric filters or alarms associated.;arn:aws:logs:us-east-1:858573892697:log-group;cloudwatch_log_metric_filter_root_usage;False;858573892697;HIPAA;HIPAA compliance framework;
aws;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing.;858573892697;us-east-1;2026-09-13 22:26:32.575478;164_308_a_6_ii;"Identify and respond to suspected or known security incidents; mitigate, to the extent practicable, harmful effects of security incidents that are known to the covered entity or business associate; and document security incidents and their outcomes.";164.308 Administrative Safeguards;;;aws;;FAIL;No CloudWatch log groups found with metric filters or alarms associated.;arn:aws:logs:us-east-1:858573892697:log-group;cloudwatch_log_metric_filter_root_usage;False;858573892697;HIPAA;HIPAA compliance framework;
aws;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing.;858573892697;us-east-1;2026-09-13 22:26:32.575478;164_308_a_1_ii_a;Conduct an accurate and thorough assessment of the potential risks and vulnerabilities to the confidentiality, integrity, and availability of electronic protected health information held by the covered entity or business associate.;164.308 Administrative Safeguards;;;aws;;FAIL;AWS Config recorder 858573892697 is disabled.;arn:aws:config:us-east-1:858573892697:recorder;config_recorder_all_regions_enabled;False;858573892697;HIPAA;HIPAA compliance framework;
aws;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing.;858573892697;us-east-1;2026-09-13 22:26:32.575478;164_308_a_1_ii_b;Implement security measures sufficient to reduce risks and vulnerabilities to a reasonable and appropriate level to comply with 164.306(a): Ensure the confidentiality, integrity, and availability of all electronic protected health information the covered entity or business associate creates, receives, maintains, or transmits.;164.308 Administrative Safeguards;;;aws;;FAIL;EBS Default Encryption is not activated.;arn:aws:ec2:us-east-1:858573892697:volume;ec2_ebs_default_encryption;False;858573892697;HIPAA;HIPAA compliance framework;
aws;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing.;858573892697;us-east-1;2026-09-13 22:26:32.575478;164_308_a_4_ii_a;If a health care clearinghouse is part of a larger organization, the clearinghouse must implement policies and procedures that protect the electronic protected health information of the clearinghouse from unauthorized access by the larger organization.;164.308 Administrative Safeguards;;;aws;;FAIL;EBS Default Encryption is not activated.;arn:aws:ec2:us-east-1:858573892697:volume;ec2_ebs_default_encryption;False;858573892697;HIPAA;HIPAA compliance framework;
aws;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing.;858573892697;us-east-1;2026-09-13 22:26:32.575478;164_312_a_2_iv;Implement a mechanism to encrypt and decrypt electronic protected health information.;164.312 Technical Safeguards;;;aws;;FAIL;EBS Default Encryption is not activated.;arn:aws:ec2:us-east-1:858573892697:volume;ec2_ebs_default_encryption;False;858573892697;HIPAA;HIPAA compliance framework;
aws;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing.;858573892697;us-east-1;2026-09-13 22:26:32.575478;164_312_e_2_ii;Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.;164.312 Technical Safeguards;;;aws;;FAIL;EBS Default Encryption is not activated.;arn:aws:ec2:us-east-1:858573892697:volume;ec2_ebs_default_encryption;False;858573892697;HIPAA;HIPAA compliance framework;
aws;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing.;858573892697;us-east-1;2026-09-13 22:26:32.575478;164_308_a_1_ii_b;Implement security measures sufficient to reduce risks and vulnerabilities to a reasonable and appropriate level to comply with 164.306(a): Ensure the confidentiality, integrity, and availability of all electronic protected health information the covered entity or business associate creates, receives, maintains, or transmits.;164.308 Administrative Safeguards;;;aws;;FAIL;EBS Snapshot vol-0eb1883546aae7c2c is unencrypted.;arn:aws:ec2:us-east-1:858573892697:volume/vol-0eb1883546aae7c2c;ec2_ebs_volume_encryption;False;vol-0eb1883546aae7c2c;HIPAA;HIPAA compliance framework;
aws;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing.;858573892697;us-east-1;2026-09-13 22:26:32.575478;164_308_a_4_ii_a;If a health care clearinghouse is part of a larger organization, the clearinghouse must implement policies and procedures that protect the electronic protected health information of the clearinghouse from unauthorized access by the larger organization.;164.308 Administrative Safeguards;;;aws;;FAIL;EBS Snapshot vol-0eb1883546aae7c2c is unencrypted.;arn:aws:ec2:us-east-1:858573892697:volume/vol-0eb1883546aae7c2c;ec2_ebs_volume_encryption;False;vol-0eb1883546aae7c2c;HIPAA;HIPAA compliance framework;
aws;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing.;858573892697;us-east-1;2026-09-13 22:26:32.575478;164_312_a_2_iv;Implement a mechanism to encrypt and decrypt electronic protected health information.;164.312 Technical Safeguards;;;aws;;FAIL;EBS Snapshot vol-0eb1883546aae7c2c is unencrypted.;arn:aws:ec2:us-east-1:858573892697:volume/vol-0eb1883546aae7c2c;ec2_ebs_volume_encryption;False;vol-0eb1883546aae7c2c;HIPAA;HIPAA compliance framework;
aws;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing.;858573892697;us-east-1;2026-09-13 22:26:32.575478;164_312_c_1;Implement policies and procedures to protect electronic protected health information from improper alteration or destruction.;164.312 Technical Safeguards;;;aws;;FAIL;EBS Snapshot vol-0eb1883546aae7c2c is unencrypted.;arn:aws:ec2:us-east-1:858573892697:volume/vol-0eb1883546aae7c2c;ec2_ebs_volume_encryption;False;vol-0eb1883546aae7c2c;HIPAA;HIPAA compliance framework;
